Address,cost_for_two,cuisins,featured_IN,hours,location,ratings,restaurantName,restaurantType
"[u' Opposite Soami Bagh, Dayal Bagh Road, Dayal Bagh, Agra']",Rs. 650,"North Indian, South Indian, Chinese, Fast Food",, 9:30am 10:30pm Mon Sn  ,[u'Dayal Bagh'],"3.5-(83),4.0-(567)",RSSweetsRestaurant,[u'Casual Dining']
"[u' Chaat Gali, Sadar Bazaar, Agra Cantt, Agra']",Rs. 500,"Chinese, Fast Food",, 12noon 11pm Mon Sn  ,[u'Agra Cantt'],"3.5-(98),4.3-(641)",Munchies,[u'Quick Bites']
"[u' Near Sharda Complex infront of Kargil Petrol Pump, Sikandra, Agra']",Rs. 150,North Indian,, 10am 11pm Mon Sn  ,[u'Sikandra'],"3.8-(72),4.4-(1,935)",GuptaJiDhabaVegBriyani,[u'Dhaba']
"[u' G9, Narain Tower, ground floor Sanjay Palace , Civil Lines, Agra']",Rs. 200,"North Indian, Fast Food, Street Food, Tea, Coffee, Beverages",, 11am 11pm Mon Sn  ,[u'Civil Lines'],"3.9-(56),3.7-(193)",TeaCoffeeAndSnacks,[u'Quick Bites']
"[u' 2/207B, Surya Nagar Crossing, M.G Road, Civil Lines, Agra']","Rs. 1,400","North Indian, Chinese",BestBarsandPubs, 1pm 1am Mon Sn  ,[u'Civil Lines'],"3.9-(107 Reviews),---",FolksPub,[u'Pub']
"[u"" Delhi Gate, Station Road, Near Moon's Lite Raja Mandi, Civil Lines, Agra""]",Rs. 200,North Indian,, 10:30am 11:30pm Mon Sn  ,[u'Civil Lines'],"4.1-(142 Reviews),---",YadavDhaba,[u'Dhaba']
"[u' VIP Office, Sadar Bazaar, Agra Cantt, Agra']",Rs. 300,Fast Food,, 11:30am 10:30pm Mon Sn  ,[u'Agra Cantt'],"3.8-(109 Reviews),---",LovelyBakeryAndRestaurant,[u'Quick Bites']
"[u' P 13, Farehabad Road, Opposite Shanti Manglik Hospital, Taj Nagri Phase 1, Tajganj, Agra']",Rs. 800,"North Indian, Rajasthani, Gujarati",, 12noon 4pm 7pm 12midnight Mon Sn  ,[u'Tajganj'],"4.1-(90),3.6-(272)",TheGrandGopikaThaal,[u'Casual Dining']
"[u' F-Block, Professor Colony, Kamla Nagar, Agra']",Rs. 200,Indian,, 11am 11pm Mon Sn  ,[u'Kamla Nagar'],"3.5-(48),3.2-(2,542)",ThakurJiThaliwala,[u'Quick Bites']
"[u' Saudagar Lines, Chat Gali,Sadar Bazaar, Agra Cantt, Agra']",Rs. 400,"North Indian, South Indian",, 12:01pm 5:30pm 7pm 10:45pm Mon Te Th    ,[u'Agra Cantt'],"3.6-(88),4.2-(270)",OmRestaurant,[u'Quick Bites']
"[u' 2/107, Opposite Soami Bagh, Dayal Bagh Road, Dayal Bagh, Agra']",Rs. 100,Bakery,, 11am 10pm Mon Sn  ,[u'Dayal Bagh'],"4.0-(1,398 Reviews),---",Preetam,[u'Quick Bites']
"[u' Opp. Income Tax Office, Near Aahar Restaurant , Sanjay Place, Civil Lines, Agra.\n']",Rs. 200,North Indian,, 9am 5:30pm Mon Sat  Closed Sn  ,[u'Civil Lines'],"3.9-(74),4.2-(1,179)",RestaurantNukkar,[u'Casual Dining']
"[u' Shop 1, Meher Complex, Baluganj, Rakabganj, Agra']",Rs. 200,"Bakery, Desserts",, 10am 10pm Mon Sn  ,[u'Rakabganj'],"4.1-(1,284 Reviews),---",fnpCakesnMore,[u'Bakery']
"[u' 13, Opposite Dena Bank, Mahaveer Market, Delhi Gate, Civil Lines, Agra']",Rs. 500,"North Indian, Mughlai",, 11am 11pm Mon Sn  ,[u'Civil Lines'],"2.6-(47),3.2-(1,269)",TundaKababi,[u'Casual Dining']
"[u' 44/325 K-1 Opposite V.S Complex, Lohamandi Road, Bodla, Agra ']",Rs. 250,"South Indian, Street Food",, 5pm 11pm Mon Sn  ,[u'Khandari'],"3.5-(78),3.9-(839)",BalajiDosaFactory,[u'Food Truck']
"[u' Chhalesar Railway Station, National Highway 2, Kuberpur, Agra']",Rs. 400,North Indian,, 8am 11:30pm Mon Sn  ,[u'Kuberpur'],"4.0-(131 Reviews),---",RajRasoi,[u'Casual Dining']
"[u' Balkeshwar Colony, Bansal Market, Near I.T.I College, Balkeshwar, Kamla Nagar, Agra']",Rs. 150,"Mithai, Street Food",20offonyourfirstorder, 6am 10pm Mon Sn  ,[u'Kamla Nagar'],"4.0-(3,285 Reviews),---",ShriThakurJiMisthanBhandar,[u'Sweet Shop']
"[u' Pratappura Crossing, M.G.Road, Rakabganj, Agra']",Rs. 600,"North Indian, South Indian, Chinese",AllDayDining, 7:30am 3am Mon Sn  ,[u'Rakabganj'],"3.8-(61),3.8-(546)",SpiceKitchenTheSizzlingMultiCuisineRestaurant,[u'Casual Dining']
"[u' Jaypee Palace Hotel, Fatehabad Road, Tajganj, Agra']","Rs. 2,500",Chinese,Luxury Dining, 12noon 3pm 7:30pm 11:30pm Mon Sn  ,"[u'Jaypee Palace Hotel, Tajganj']","4.1-(93 Reviews),---",CestChineJaypeePalaceHotel,[u'Fine Dining']
[u' 1430/1 basai mustkil Fatehabad road Taj ganj Agra '],Rs. 500,"North Indian, Chinese, Fast Food", , 12noon 12midnight Mon Sn  ,[u'Tajganj'],"3.7-(77),3.5-(2,226)",FoodStockXchange,[u'Casual Dining']
"[u' Sarai Khwaja, Kheria Mod, Agra Cantt, Agra']",Rs. 200,"Fast Food, Desserts", , 9am 11pm Mon Wed Th Sat Sn  9pm 11pm    ,[u'Agra Cantt'],"3.5-(68),4.1-(1,732)",ShivamRestaurant,[u'Quick Bites']
"[u' 6/107,Thana Nai  Ki Mandi, Bada Galib Pura, Mantola, Agra']",Rs. 200,North Indian, , 5pm 2am Mon Sn  ,[u'Mantola'],"3.9-(87),3.7-(2,307)",HajiJiRestaurant,[u'Quick Bites']
"[u' B Block, Central Bank Road, Opposite Sumit Rahul School, Kamla Nagar, Agra']",Rs. 500,Cafe, , 12:30pm 11pm Mon Sn  ,[u'Kamla Nagar'],"3.6-(61),3.9-(38)",BrothersBistro,[u'Caf\xe9']
"[u' 147 Manas Nagar, Shahganj, Agra']",Rs. 150,"Fast Food, Italian", , 10:30am 12:30pm Mon Sn  ,[u'Shahganj'],"3.8-(57),4.3-(629)",VSMaggiePoint,[u'Quick Bites']
"[u' Howard Plaza-The Fern, Fatehabad Road, Agra']","Rs. 1,500","Cafe, Chinese, Continental, Indian", , 6pm 12:30am Mon Fri  1pm 12:30am Sat Sn  ,[u'Tajganj'],"3.6-(50 Reviews),---",Glassy,"[u'Caf\xe9,Lounge']"
"[u' Near Ajanta Sweets, Nani Studio, Kamla Nagar, Agra']",Rs. 200,North Indian, , 6pm 11pm Mon Sn  ,[u'Kamla Nagar'],"3.9-(758 Reviews),---",DRFoodPlaza,[u'Quick Bites']
"[u' Opposite ITC Mughal, Fatehabad Road, Tajganj, Agra']",Rs. 400,"Cafe, Chinese, Continental", , 9am 11:30pm Mon Sn  ,[u'Tajganj'],"3.9-(78),3.7-(887)",HungerPointCafeandBakers,"[u'Quick Bites,Caf\xe9']"
"[u' F 360/1, Under Ground 2, Singhal Square Kamla Nagar, Agra']",Rs. 200,"Beverages, Fast Food", , 11am 10:15pm Mon Sn  ,[u'Kamla Nagar'],"3.9-(80),3.9-(29)",Shayhub,"[u'Quick Bites,Beverage Shop']"
"[u' TP Nagar ISBT, Sikandra, Agra']",Rs. 200,North Indian, , 10am 11pm Mon Sn  ,[u'Sikandra'],"4.1-(92),4.1-(2,458)",ShivBhojnalaya,[u'Quick Bites']
[u' khasra no 145 albatiya shahganj agra '],Rs. 200,"Fast Food, North Indian", , 11am 11pm Mon Sn  ,[u'Shahganj'],"3.4-(74),4.1-(2,350)",BajrangRestaurantAndDairy,[u'Quick Bites']
"[u' 1st Floor, Arvind Innov 8, Opposite Hotel Trident, Tajganj, Agra']",Rs. 800,"North Indian, South Indian, European, Chinese, Italian", , 12noon 11pm Mon Sn  ,[u'Tajganj'],"3.9-(48),3.7-(99)",CulinaryJunctionByUdupi,[u'Casual Dining']
"[u' Shop number 13-4, Sector 12A, Satyam Complex, Awas Vikash Colony, Sikandra, Agra, Agra']",Rs. 600,"North Indian, Chinese", , 12noon 10:50pm Mon Sn  ,[u'Sikandra'],"3.8-(66),4.0-(739)",DsFamilyRestaurant,[u'Casual Dining']
"[u' Near Labbaik Chicken Corner, Civil Lines']",Rs. 250,North Indian, , 11am 10pm Mon Sn  ,[u'Civil Lines'],"3.8-(58),4.1-(796)",AmritsariTandooriKulchaWaChoorChoorNaan,[u'Quick Bites']
"[u' Shop 14, Ground Floor, Block 34, Sanjay Place, Nagar Nigam, Civil Lines, Agra']",Rs. 400,"Cafe, Burger, Sandwich, Fast Food, Beverages, Desserts", , 10am 8pm Mon Sn  ,[u'Civil Lines'],"3.7-(88),4.1-(298)",BlackHorse,[u'Caf\xe9']
"[u' Trident Hotel, Fatehabad Road, Tajganj, Agra']","Rs. 2,000","North Indian, Chinese, Continental",All Day Dining, 6am 10:30pm Mon Sn  ,"[u'Trident Hotel, Tajganj']","4.0-(61 Reviews),---",TheRestaurantTridentHotel,[u'Fine Dining']
"[u' B-186, Central Bank Road, Kamla Nagar, Agra']","Rs. 1,000",North Indian, , 24Hors Mon Sn  ,[u'Kamla Nagar'],"3.9-(125 Reviews),---",ParklaneHotelRestaurant,[u'Casual Dining']
"[u' Carriappa Road, Baluganj, Agra']",Rs. 500,"North Indian, South Indian, Chinese, Continental",Trending This Week, 11am 6pm Mon Fri  12noon 9pm Sat Sn  ,[u'Rakabganj'],"3.4-(65),3.9-(90)",TheGreensRestaurantHerbalCafe,[u'Casual Dining']
"[u' UG-4, Singhal Square, Near Tej Nagar Crossing, Kamla Nagar, Agra']",Rs. 600,"Bakery, Continental", , 11am 11pm Mon Wed Th Fri Sat Sn  11am    ,[u'Kamla Nagar'],"3.8-(68),4.2-(842)",Kings,[u'Quick Bites']
"[u' 41/1, Tota Ka Taal, Lohamandi, Agra']",Rs. 300,"Fast Food, Bakery", , 9am 10pm Mon Sn  ,[u'Lohamandi'],"4.0-(1,110 Reviews),---",VaishnoBakery,"[u'Quick Bites,Bakery']"
"[u' Shaheed Nagar, Tajganj, Agra']",Rs. 500,"Biryani, Mughlai, Kebab", , 9am 12midnight Mon Sn  ,[u'Tajganj'],"4.0-(117 Reviews),---",Aleem,[u'Quick Bites']
"[u' Ground Floor, Maa Vaishnav Complex, 80ft Road, Opposite Bhawna Estate Gate, Sikandra, Agra']",Rs. 200,Fast Food, , 1pm 11pm Mon Wed Th Fri Sat Sn  Closed    ,[u'Sikandra'],"3.8-(86),4.0-(1,500)",HungrillCafeRestaurant,[u'Quick Bites']
"[u' Hotel Amar, Tourist Complex Area, Fatehabad Road, Tajganj, Agra']",Rs. 900,"North Indian, Chinese, Continental, South Indian",Best Bars and Pubs  All Day Dining, 6am 11pm Mon Sn  ,"[u'Hotel Amar, Tajganj']","3.3-(68),4.1-(403)",HotelAmarNoorjahanRestaurant,"[u'Casual Dining,Bar']"
"[u' Opposite Soami Bagh Temple, Dayal Bagh, Agra']",Rs. 400,"North Indian, Chinese", , 10:30am 10:30pm Mon Sn  ,[u'Dayal Bagh'],"3.7-(91),3.9-(2,532)",NeelamRestaurant,[u'Dhaba']
"[u' D-501, Kamla Nagar, Agra']",Rs. 100,"Desserts, Mithai", , 7am 11pm Mon Sn  ,[u'Kamla Nagar'],"3.5-(65),4.3-(949)",SriDaujiRestaurant,[u'Dessert Parlor']
"[u' Shop 103, Ground Floor, Block No. 43/2 Sanjay Place, Agra']",Rs. 400,North Indian, , 12:30pm 10:30pm Mon Sn  ,[u'Civil Lines'],"3.9-(95),4.1-(106)",AwadhiFoods,[u'Quick Bites']
"[u' 8/74, Hing Ki Mandi, Mantola, Agra']",Rs. 200,Fast Food, , 11am 11pm Mon Sn  ,[u'Mantola'],"3.9-(73),4.5-(402)",PapeKaDhabha,[u'Quick Bites']
"[u' Shop 4 Shiv Market, 100 Feet Road, Dayal Bagh, Agra']",Rs. 300,"Wraps, Burger, Fast Food",                                                                                           20  off on all orders above  149                                          , 10am 10:30pm Mon Sn  ,[u'Dayal Bagh'],"3.9-(83),3.7-(751)",DaddysBurgerBar,[u'Quick Bites']
"[u' Plot 1374 & 1375, Dinesh Nagar,\n Near ITC Mughal Hotel Fatehabad, Tajganj, Agra']",Rs. 800,"Chinese, Seafood", ,   20 offonallordersabove 499  ,[u'Tajganj'],"3.3-(58),3.8-(168)",GoldenChinaRestaurant,[u'Casual Dining']
"[u' Tajmahal South Gate, Kutta Park, Tajganj, Agra']",Rs. 400,North Indian, , 8am 12midnight Mon Sn  ,[u'Tajganj'],"3.7-(56),3.4-(776)",LovelyRestaurant,[u'Quick Bites']
"[u' TP Nagar, ISBT, Sikandra, Agra']",Rs. 200,North Indian, , 10am 10pm Mon Sn  ,[u'Sikandra'],"2.6-(61),3.6-(2,422)",ShivaBhojhnalaya,[u'Quick Bites']
"[u' Opposite Sanjay Cinema, Mahatma Gandhi Road, Wazirpura Road, Sanjay Palace, Civil Lines, Agra']",Rs. 300,"Bakery, Desserts, Fast Food", , 10am 11pm Mon Sn  ,[u'Civil Lines'],"3.6-(52),4.1-(1,383)",EuropeanBakery,[u'Bakery']
"[u' A-150, Taj Nagri Phase 2, Tajganj, Agra']","Rs. 1,150","North Indian, Chinese, Continental", , 9am 9:30pm Mon Sn  ,[u'Tajganj'],"3.7-(61),3.9-(145)",MughalSpice,[u'Casual Dining']
"[u' Suresh Plaza M.G.Road, Agra, ']",Rs. 500,"Chinese, Street Food", , 12:30pm 10:45pm Mon Sn  ,[u'Civil Lines'],"3.9-(81),3.8-(148)",BhagatFoodCourt,[u'Quick Bites']
"[u' 1, Ashok Vihar, 100 Feet Road, Near Amar Vihar Police Chowki, Dayal Bagh, Agra']",Rs. 150,North Indian, , 8am 12midnight Mon Sn  ,[u'Dayal Bagh'],"3.8-(86),4.3-(1,276)",GyaniDhaba,[u'Dhaba']
"[u' 8 Handicraft Nagar, Fatehabad Road, Tajganj, Agra']",Rs. 500,Cafe, , 10am 10pm Mon Sn  ,[u'Tajganj'],"3.9-(73 Reviews),---",CostaCoffee,[u'Caf\xe9']
"[u' Near Balkeshwar Mahadev Road, Kamla Nagar, Agra']",Rs. 250,Bakery,                                                                                           20  off on all orders above  299                                          , 11am 10pm Mon Sn  ,[u'Kamla Nagar'],"3.9-(52),4.1-(1,531)",BhaagyaShreeRestaurant,[u'Bakery']
"[u' Taj Nagari Phase-1, Telipara, Tajganj, Agra']",Rs. 350,"Fast Food, Continental, North Indian, Chinese, Biryani, Pizza", , 8am 12midnight Mon Sn  ,[u'Tajganj'],"3.4-(77),3.8-(1,907)",ChefSignature,[u'Quick Bites']
"[u' 11/41C, Link Road, Sita Nagar, Nagar Nigam, Food Safety Zone 15, Kamla Nagar, Agra']",Rs. 200,North Indian, , 12noon 12midnight Mon Sn  ,[u'Kamla Nagar'],"4.0-(2,343 Reviews),---",MsGuruMahimaShudhShakariBhojnalay,[u'Bhojanalya']
"[u' Hotel Orange, Pratappura Crossing, Rakabganj']","Rs. 1,500","North Indian, Continental, Fast Food, Chinese", , 7am 11:45pm Mon Sn  ,[u'Rakabganj'],"4.2-(83),3.8-(105)",Noosh,[u'Casual Dining']
"[u' 11/5, Sabun Katra, Opposite Kali Masjid, Mantola, Agra']",Rs. 200,"North Indian, Biryani",                                                                                           30  off on all orders above  200                                          , 1pm 11pm Mon Sn  ,[u'Mantola'],"3.6-(630 Reviews),---",KhaoPulaaoEatingPoint,[u'Quick Bites']
"[u' Shop 23/453, K-3 Market, Wazirpura Road, Civil Lines, Agra']",Rs. 200,"Momos, Chinese, Korean", , 4pm 11pm Mon Sn  ,[u'Civil Lines'],"3.6-(498 Reviews),---",OhoMomo,[u'Kiosk']
"[u' Near Allahabad Bank, Kamla Nagar, Agra']",Rs. 200,North Indian, , 5pm 11pm Mon Sn  ,[u'Kamla Nagar'],"3.6-(1,111 Reviews),---",BabuNonVegPunjabiTadka,[]
"[u' Sanjay Place, Civil Lines, Agra']",Rs. 100,Fast Food, , 12noon 10pm Mon Sn  ,[u'Civil Lines'],"4.1-(1,022 Reviews),---",JacksonEggCorner,[u'Quick Bites']
"[u' 2022-2025, Mauza Basai Mustkil, Tajnagri Phase - II, Fatehabad Road, Tajganj, Agra']","Rs. 1,000","North Indian, Continental, Chinese, Cafe",AllDayDining, 24Hors Mon Sn  ,"[u'Crystal Sarovar Premier, Tajganj']","3.8-(65 Reviews),---",LatticeCrystalSarovarPremiere,"[u'Casual Dining,Caf\xe9']"
"[u' B 190, Shop Number.1, Shree Ram Complex, Main Market, Kamla Nagar, Agra']",Rs. 500,Bakery,, 10:30am 10:30pm Mon Sn  ,[u'Kamla Nagar'],"3.7-(35),4.1-(605)",CakeMore,[u'Quick Bites']
"[u' Wah Samosa, Shop No. 2, Gur Ki Mandi, Hospital Road, Agra, Nagar Nigam, Food Safety Zone 14, Agra']",Rs. 50,Street Food,, 12noon 9pm Mon Sn  ,[u'Mantola'],"4.0-(462 Reviews),---",WahSamosa,[u'Quick Bites']
"[u' Taj Nagari, Fatehabad Rd, Basai Khurd, Tajganj, Agra']","Rs. 1,200","Mughlai, Kebab",, 12noon 11pm Mon Sn  ,[u'Tajganj'],"3.7-(84 Reviews),---",Karims,[u'Quick Bites']
"[u' 9 / 674 / 8, 9, Moti Katra, Mantola, Agra']",Rs. 200,Mithai,, 8am 10:30pm Mon Sn  ,[u'Mantola'],"4.2-(1,124 Reviews),---",ShreeBankeyBihariSweet,[u'Sweet Shop']
"[u' The Oberoi Amarvilas, Taj East Gate Road, Fatehabad Road, Tajganj, Agra']","Rs. 6,000",North Indian,, 6:30pm 9pm 9pm 10:45pm Mon Sn  ,"[u'The Oberoi Amarvilas, Tajganj']","4.0-(42 Reviews),---",EsphahanTheOberoiAmarvilas,[u'Fine Dining']
"[u' 16/2, Radha Krishna Complex, Ghatiya Aazam Kha Chauraha, Civil Lines, Agra']",Rs. 200,Bakery,, 10:30am 12:15am Mon Sn  ,[u'Civil Lines'],"3.6-(783 Reviews),---",BhagwanCornerCakesAndPastries,[u'Bakery']
"[u' Jaypee Palace Hotel, Fatehabad Road, Tajganj, Agra']","Rs. 2,000","North Indian, Continental",, 7am 10am 12:30pm 3pm 7:30pm 11pm    ,"[u'Jaypee Palace Hotel, Tajganj']","3.9-(61 Reviews),---",TheGrandBuffetJaypeePalaceHotel,[u'Fine Dining']
"[u' Hari Parvat Crossing, MG Road, Civil Lines, Agra']",Rs. 400,Mithai,,  Mon Sn  ,[u'Civil Lines'],"4.3-(1,427 Reviews),---",PanchhiPetha,[u'Sweet Shop']
[u' Khandai crossing\n'],Rs. 200,"Rajasthani, North Indian",, 12noon 10pm Mon Sn  ,[u'Sikandra'],"2.8-(34),3.9-(1,397)",ChokiDhaniRajasthaniBhojnalya,[u'Quick Bites']
"[u' 20/19, Sir Ki Mandi, Jaipur House, Shahganj, Agra']",Rs. 100,"Mithai, Street Food",, 9am 10pm Mon Sn  ,[u'Shahganj'],"3.7-(61),3.9-(41)",BansalSweets,"[u'Sweet Shop,Quick Bites']"
"[u' 20/214, Khandelwal Bhawan, Opposite Jaipur House, Shahganj, Agra']",Rs. 200,North Indian,, 8am 10pm Mon Sn  ,[u'Shahganj'],"3.7-(675 Reviews),---",Cuisinesia,[u'Quick Bites']
"[u' Sadar Bazar, Idgah Colony, Agra Cantt, Agra']",Rs. 300,"Desserts, Ice Cream",, 12noon 12midnight Mon Sn  ,[u'Agra Cantt'],"3.8-(57),4.4-(788)",GianiIceCream,[u'Dessert Parlor']
"[u' Sector 11, Nera Karkunj Chowrah, Sikandra, Agra']",Rs. 100,Burger,, 10:30am 10:30pm Mon Sn  ,[u'Sikandra'],"4.3-(754 Reviews),---",CrazyBurger,[u'Quick Bites']
"[u' Saudagar Road, Sadar Bazar, Idgah Colony, Agra Cantt, Agra']",Rs. 200,"Ice Cream, Desserts, Beverages",, 11am 11pm Mon Sn  ,[u'Agra Cantt'],"3.7-(1,357 Reviews),---",FaludaCorner,[u'Dessert Parlor']
